State;City;Population;Violent_crime;Murder;Rape;Robbery;Aggravated_assault;Property_crime;Burglary;Larceny_theft;Vehicle_theft;Arson
MASSACHUSETTS;Shrewsbury;37 983;4;0;1;2;1;126;15;92;19;0
MASSACHUSETTS;Somerset;18 036;43;0;3;4;36;130;8;114;8;0
MASSACHUSETTS;Somerville;81 668;166;0;16;38;112;1 025;140;796;89;4
MASSACHUSETTS;Southampton;6 247;9;0;1;0;8;37;12;23;2;0
MASSACHUSETTS;Southborough;10 140;3;0;0;0;3;29;14;12;3;0
MASSACHUSETTS;Southbridge;16 826;79;0;21;3;55;238;50;172;16;0
MASSACHUSETTS;South Hadley;17 816;27;0;4;0;23;156;28;120;8;3
MASSACHUSETTS;Southwick;9 772;10;0;3;0;7;65;21;39;5;0
MASSACHUSETTS;Spencer;11 911;11;0;4;0;7;65;16;40;9;0
MASSACHUSETTS;Springfield;154 306;1 397;20;81;358;938;4 005;746;2 766;493;31
MASSACHUSETTS;Sterling;8 175;4;0;3;0;1;16;2;13;1;0
MASSACHUSETTS;Stockbridge;1 898;1;0;0;0;1;24;4;19;1;0
MASSACHUSETTS;Stoneham;22 732;33;0;9;5;19;175;44;115;16;0
MASSACHUSETTS;Stoughton;28 961;58;1;9;7;41;286;33;231;22;1
MASSACHUSETTS;Stow;7 234;4;0;0;0;4;12;4;8;0;1
MASSACHUSETTS;Sturbridge;9 611;17;0;3;0;14;113;12;94;7;3
MASSACHUSETTS;Sudbury;19 727;15;0;6;1;8;67;6;58;3;0
MASSACHUSETTS;Sunderland;3 656;4;0;2;0;2;21;5;13;3;0
MASSACHUSETTS;Sutton;9 551;12;0;2;0;10;53;18;33;2;0
MASSACHUSETTS;Swampscott;15 296;8;0;1;1;6;113;12;100;1;0
MASSACHUSETTS;Swansea;16 681;34;0;5;1;28;118;17;97;4;0
MASSACHUSETTS;Taunton;57 028;217;2;15;17;183;345;86;238;21;3
MASSACHUSETTS;Templeton;8 109;13;0;2;0;11;22;6;12;4;0
MASSACHUSETTS;Tewksbury;31 424;81;0;23;7;51;345;19;308;18;1
MASSACHUSETTS;Tisbury;4 116;30;0;3;0;27;31;6;23;2;1
MASSACHUSETTS;Topsfield;6 644;5;0;1;0;4;10;2;7;1;0
MASSACHUSETTS;Townsend;9 546;10;0;2;0;8;32;4;21;7;0
MASSACHUSETTS;Truro;1 984;5;0;1;0;4;5;0;5;0;0
MASSACHUSETTS;Tyngsboro;12 456;19;0;4;3;12;47;5;31;11;0
MASSACHUSETTS;Uxbridge;14 066;20;0;3;2;15;74;18;48;8;1
MASSACHUSETTS;Wakefield;27 178;37;0;3;3;31;164;25;127;12;0
MASSACHUSETTS;Wales;1 894;2;0;1;0;1;5;3;2;0;1
MASSACHUSETTS;Walpole;25 150;49;0;11;1;37;257;25;220;12;0
MASSACHUSETTS;Waltham;62 737;102;0;13;7;82;512;70;420;22;5
MASSACHUSETTS;Ware;9 804;49;0;1;6;42;83;9;64;10;0
MASSACHUSETTS;Wareham;22 592;161;1;23;9;128;322;51;251;20;0
MASSACHUSETTS;Watertown;36 189;29;0;10;2;17;319;36;269;14;0
MASSACHUSETTS;Wayland;13 891;0;0;0;0;0;1;1;0;0;0
MASSACHUSETTS;Webster;16 925;122;0;16;3;103;208;39;158;11;0
MASSACHUSETTS;Wellesley;29 651;7;0;0;0;7;120;15;104;1;0
MASSACHUSETTS;Wellfleet;2 705;0;0;0;0;0;25;6;19;0;0
MASSACHUSETTS;Wenham;5 295;0;0;0;0;0;8;1;6;1;0
MASSACHUSETTS;Westborough;19 155;24;0;8;0;16;200;33;163;4;1
MASSACHUSETTS;West Boylston;8 216;11;0;0;2;9;47;13;27;7;0
MASSACHUSETTS;West Bridgewater;7 248;9;0;1;0;8;71;16;48;7;1
MASSACHUSETTS;Westfield;41 507;83;3;15;7;58;398;52;324;22;1
MASSACHUSETTS;Westford;24 403;10;0;0;1;9;54;5;45;4;0
MASSACHUSETTS;Westminster;7 902;20;0;1;0;19;43;5;36;2;0
MASSACHUSETTS;Weston;12 138;9;0;2;0;7;28;3;24;1;0
MASSACHUSETTS;Westport;15 920;21;0;4;0;17;111;27;74;10;1
MASSACHUSETTS;West Springfield;28 628;138;0;18;15;105;969;101;814;54;2
MASSACHUSETTS;West Tisbury;2 911;7;0;1;0;6;17;2;11;4;0
MASSACHUSETTS;Westwood;16 199;10;0;1;3;6;166;14;148;4;0
MASSACHUSETTS;Weymouth;57 776;170;0;21;9;140;462;44;386;32;0
MASSACHUSETTS;Whately;1 589;1;0;0;0;1;17;2;10;5;0
MASSACHUSETTS;Whitman;15 134;33;0;3;3;27;104;21;76;7;2
MASSACHUSETTS;Wilbraham;14 730;21;0;1;0;20;220;58;155;7;0
MASSACHUSETTS;Williamsburg;2 489;2;0;1;0;1;18;4;14;0;0
MASSACHUSETTS;Williamstown;8 021;6;0;4;0;2;71;3;66;2;0
MASSACHUSETTS;Wilmington;23 915;32;0;5;1;26;154;15;124;15;0
MASSACHUSETTS;Winchendon;10 897;37;0;9;0;28;100;30;57;13;1
MASSACHUSETTS;Winchester;22 850;7;0;0;0;7;88;10;74;4;1
MASSACHUSETTS;Winthrop;18 692;37;0;2;6;29;129;11;102;16;0
MASSACHUSETTS;Woburn;40 251;70;0;2;10;58;414;46;323;45;1
MASSACHUSETTS;Worcester;184 945;1 165;13;40;229;883;3 792;786;2 637;369;6
MASSACHUSETTS;Worthington;1 191;0;0;0;0;0;0;0;0;0;0
MASSACHUSETTS;Wrentham;11 989;4;0;2;0;2;178;18;153;7;0
MASSACHUSETTS;Yarmouth;23 076;96;0;19;3;74;229;38;186;5;0
MICHIGAN;Addison Township;6 653;6;0;2;2;2;15;4;9;2;0
MICHIGAN;Adrian;20 334;140;0;37;12;91;477;94;366;17;1
MICHIGAN;Adrian Township;6 239;2;0;1;0;1;20;14;6;0;0
MICHIGAN;Akron;374;0;0;0;0;0;4;1;3;0;0
MICHIGAN;Albion;8 462;80;1;6;8;65;299;75;210;14;1
MICHIGAN;Allegan;5 038;10;0;4;1;5;47;1;42;4;1
MICHIGAN;Allen Park;26 945;48;0;10;10;28;496;54;399;43;2
MICHIGAN;Alma;8 866;20;0;5;2;13;109;12;94;3;0
MICHIGAN;Almont;2 814;11;0;2;0;9;29;7;19;3;0
MICHIGAN;Alpena;9 901;58;0;20;1;37;159;30;122;7;0
MICHIGAN;Ann Arbor;122 893;309;2;77;46;184;2 124;197;1 789;138;8
MICHIGAN;Argentine Township;6 506;3;0;1;0;2;19;3;13;3;1
MICHIGAN;Auburn Hills;24 393;82;0;25;11;46;536;32;487;17;2
MICHIGAN;Au Gres;834;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Augusta;902;3;0;2;1;0;14;0;14;0;0
MICHIGAN;Bad Axe;2 923;7;0;5;1;1;42;1;40;1;0
MICHIGAN;Bancroft;494;0;0;0;0;0;1;0;1;0;0
MICHIGAN;Bangor;1 823;20;0;3;0;17;24;6;15;3;1
MICHIGAN;Baroda-Lake Township;3 859;6;0;1;0;5;41;6;30;5;0
MICHIGAN;Barryton;353;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Barry Township;3 510;1;0;0;0;1;13;4;9;0;0
MICHIGAN;Bath Township;13 131;14;0;7;0;7;114;18;86;10;0
MICHIGAN;Battle Creek;60 607;568;5;60;67;436;1 969;460;1 377;132;27
MICHIGAN;Bay City;32 793;271;2;35;20;214;654;135;476;43;4
MICHIGAN;Beaverton;1 176;1;0;0;0;1;7;0;7;0;0
MICHIGAN;Belding;5 747;6;0;3;1;2;66;8;56;2;0
MICHIGAN;Bellaire;1 067;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Belleville;3 873;12;0;3;1;8;47;9;35;3;0
MICHIGAN;Bellevue;1 291;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Benton Harbor;9 801;190;3;18;19;150;320;73;198;49;1
MICHIGAN;Benton Township;14 372;287;2;32;25;228;813;105;621;87;7
MICHIGAN;Berkley;15 482;9;0;3;1;5;54;6;48;0;0
MICHIGAN;Berrien Springs-Oronoko Township;8 940;12;0;5;1;6;88;15;64;9;0
MICHIGAN;Beverly Hills;10 429;2;0;0;0;2;78;10;60;8;0
MICHIGAN;Big Rapids;10 389;26;0;6;0;20;135;18;114;3;1
MICHIGAN;Birch Run;1 462;3;0;0;0;3;55;3;52;0;0
MICHIGAN;Birmingham;21 479;10;0;2;1;7;127;20;100;7;0
MICHIGAN;Blackman Township;37 002;85;1;34;8;42;1 236;94;1 073;69;2
MICHIGAN;Blissfield;3 250;7;0;3;0;4;21;5;15;1;0
MICHIGAN;Bloomfield Hills;4 027;5;0;1;1;3;25;4;19;2;0
MICHIGAN;Bloomfield Township;42 326;11;0;1;1;9;324;41;267;16;0
MICHIGAN;Boyne City;3 752;13;0;3;0;10;26;0;25;1;0
MICHIGAN;Brandon Township;16 121;12;0;2;0;10;50;10;36;4;0
MICHIGAN;Breckenridge;1 261;0;0;0;0;0;7;0;6;1;0
MICHIGAN;Bridgeport Township;9 778;49;0;5;3;41;124;36;80;8;0
MICHIGAN;Bridgman;2 224;3;0;0;0;3;16;0;14;2;0
MICHIGAN;Brighton;7 684;9;1;4;0;4;154;8;143;3;0
MICHIGAN;Bronson;2 308;11;0;5;1;5;50;6;39;5;0
MICHIGAN;Brown City;1 240;2;0;0;0;2;15;0;14;1;0
MICHIGAN;Brownstown Township;32 083;75;0;12;4;59;296;49;210;37;7
MICHIGAN;Buchanan;4 274;21;0;7;0;14;108;13;88;7;2
MICHIGAN;Buena Vista Township;8 095;92;2;8;8;74;171;59;98;14;0
MICHIGAN;Burton4;28 496;136;2;20;18;96;;;524;88;0
MICHIGAN;Cadillac;10 466;52;0;17;1;34;355;30;310;15;4
MICHIGAN;Calumet;691;0;0;0;0;0;3;1;2;0;0
MICHIGAN;Cambridge Township;5 657;5;0;3;0;2;27;6;18;3;0
MICHIGAN;Canton Township;93 406;120;1;30;6;83;1 086;113;919;54;5
MICHIGAN;Capac;1 822;5;0;0;0;5;23;8;14;1;0
MICHIGAN;Caro;3 969;12;0;4;0;8;77;4;68;5;0
MICHIGAN;Carrollton Township;5 626;10;2;0;0;8;64;22;41;1;1
MICHIGAN;Carson City;1 117;3;0;3;0;0;3;0;3;0;0
MICHIGAN;Caseville;731;0;0;0;0;0;14;2;12;0;0
MICHIGAN;Caspian-Gaastra;1 165;4;0;0;0;4;3;1;2;0;1
MICHIGAN;Cass City;2 268;1;0;1;0;0;38;3;35;0;0
MICHIGAN;Cassopolis;1 695;2;0;2;0;0;14;1;11;2;0
MICHIGAN;Center Line;8 232;28;0;4;4;20;135;13;112;10;0
MICHIGAN;Central Lake;938;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Charlevoix;2 498;10;0;6;0;4;36;6;27;3;1
MICHIGAN;Charlotte;9 088;28;0;7;3;18;175;20;143;12;0
MICHIGAN;Cheboygan;4 695;18;0;8;0;10;88;7;80;1;1
MICHIGAN;Chelsea;5 543;4;0;0;0;4;72;3;66;3;0
MICHIGAN;Chesaning;2 238;2;0;0;0;2;7;1;6;0;0
MICHIGAN;Chesterfield Township;46 774;87;0;12;10;65;559;68;470;21;5
MICHIGAN;Chikaming Township;3 108;5;0;2;1;2;50;19;30;1;0
MICHIGAN;Chocolay Township;5 931;11;0;0;0;11;27;2;25;0;1
MICHIGAN;Clare;3 061;10;0;5;0;5;39;5;34;0;1
MICHIGAN;Clarkston;925;1;0;0;0;1;3;0;3;0;0
MICHIGAN;Clawson;11 948;7;0;2;1;4;52;8;42;2;0
MICHIGAN;Clayton Township;7 110;9;0;0;0;9;45;26;18;1;0
MICHIGAN;Clay Township;8 844;23;0;5;0;18;55;4;46;5;1
MICHIGAN;Clinton;2 274;2;0;1;0;1;14;4;9;1;0
MICHIGAN;Clinton Township;101 308;298;0;39;18;241;1 370;171;1 043;156;7
MICHIGAN;Clio;2 483;9;0;1;2;6;30;6;23;1;0
MICHIGAN;Coldwater;12 098;47;1;14;2;30;275;29;225;21;2
MICHIGAN;Coleman;1 188;0;0;0;0;0;3;1;2;0;0
MICHIGAN;Coloma Township;6 362;14;0;7;0;7;126;24;96;6;0
MICHIGAN;Colon;1 159;2;1;1;0;0;6;1;5;0;0
MICHIGAN;Columbia Township;7 359;12;0;1;0;11;49;4;40;5;0
MICHIGAN;Commerce Township;39 690;26;1;4;4;17;201;19;176;6;1
MICHIGAN;Constantine;2 105;6;0;2;0;4;22;5;15;2;1
MICHIGAN;Corunna;3 337;10;0;4;0;6;23;5;18;0;2
MICHIGAN;Covert Township;2 853;12;0;4;0;8;56;19;33;4;0
MICHIGAN;Croswell;2 262;14;0;8;1;5;21;1;19;1;0
MICHIGAN;Crystal Falls;1 359;3;0;0;0;3;20;4;13;3;0
MICHIGAN;Davison;4 874;10;0;8;0;2;38;4;31;3;0
MICHIGAN;Davison Township;19 207;26;0;8;0;18;208;41;158;9;0
MICHIGAN;Dearborn;93 902;305;4;36;56;209;2 104;201;1 637;266;8
MICHIGAN;Dearborn Heights;55 368;227;0;24;34;169;874;190;590;94;4
MICHIGAN;Decatur;1 731;8;0;2;0;6;37;7;29;1;0
MICHIGAN;Denton Township;5 379;2;0;2;0;0;45;0;44;1;0
MICHIGAN;Detroit;663 502;13 040;275;952;2 346;9 467;28 550;6 820;14 844;6 886;789
MICHIGAN;DeWitt;4 790;4;0;2;0;2;19;2;17;0;1
MICHIGAN;DeWitt Township;15 613;23;0;8;4;11;125;27;90;8;0
MICHIGAN;Dowagiac;5 719;45;0;11;1;33;195;23;152;20;0
MICHIGAN;Dryden Township;4 734;2;1;1;0;0;25;4;18;3;0
MICHIGAN;Durand;3 825;6;0;1;2;3;16;0;14;2;0
MICHIGAN;East Grand Rapids;12 040;4;0;2;1;1;99;13;75;11;0
MICHIGAN;East Jordan;2 351;4;0;2;0;2;24;3;21;0;0
MICHIGAN;East Lansing;47 913;88;0;40;11;37;840;113;563;164;24
MICHIGAN;Eastpointe;32 340;223;3;27;37;156;828;165;553;110;5
MICHIGAN;Eaton Rapids;5 216;31;0;9;0;22;81;8;62;11;0
MICHIGAN;Eau Claire;599;0;0;0;0;0;1;1;0;0;0
MICHIGAN;Ecorse;9 601;117;2;2;21;92;106;24;70;12;6
MICHIGAN;Elk Rapids;1 618;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Elkton;751;0;0;0;0;0;4;0;4;0;0
MICHIGAN;Elsie;983;0;0;0;0;0;1;0;0;1;0
MICHIGAN;Emmett Township;11 668;43;0;6;4;33;601;77;507;17;1
MICHIGAN;Escanaba;12 129;60;0;16;3;41;222;14;202;6;1
MICHIGAN;Essexville;3 296;0;0;0;0;0;21;5;14;2;1
MICHIGAN;Evart;1 865;13;0;4;1;8;21;8;11;2;1
MICHIGAN;Fair Haven Township;1 038;0;0;0;0;0;2;0;2;0;0
MICHIGAN;Farmington;10 587;6;0;2;0;4;83;15;64;4;0
MICHIGAN;Farmington Hills;81 262;87;0;17;7;63;759;145;547;67;5
MICHIGAN;Fennville;1 421;0;0;0;0;0;3;0;3;0;0
MICHIGAN;Fenton;11 281;21;0;5;4;12;203;18;179;6;1
MICHIGAN;Ferndale;20 097;50;0;4;5;41;443;45;352;46;0
MICHIGAN;Flat Rock;10 024;17;0;1;4;12;146;4;117;25;1
MICHIGAN;Flint;95 212;1 284;23;64;78;1 119;1 986;559;1 220;207;25
MICHIGAN;Flint Township4;30 319;241;2;30;36;173;;;936;82;9
MICHIGAN;Flushing;7 860;6;0;3;0;3;65;7;55;3;0
MICHIGAN;Flushing Township;10 174;11;0;7;1;3;46;14;31;1;0
MICHIGAN;Forsyth Township;6 197;12;0;4;0;8;28;5;22;1;0
MICHIGAN;Fowlerville;2 869;5;0;4;0;1;62;5;56;1;0
MICHIGAN;Frankenmuth;5 458;5;0;3;0;2;54;10;43;1;0
MICHIGAN;Frankfort;1 289;3;0;0;0;3;9;0;9;0;0
MICHIGAN;Franklin;3 268;2;0;0;0;2;36;7;27;2;0
MICHIGAN;Fraser;14 578;33;0;7;4;22;220;28;180;12;1
MICHIGAN;Fremont;4 103;11;0;5;0;6;82;2;77;3;0
MICHIGAN;Fruitport Township;14 346;16;0;3;8;5;536;30;499;7;1
MICHIGAN;Gagetown;360;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Gaines Township;6 080;3;0;1;0;2;15;4;10;1;0
MICHIGAN;Galien;533;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Garden City;26 420;96;1;11;14;70;293;65;188;40;0
MICHIGAN;Garfield Township;838;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Gaylord;3 709;14;0;2;0;12;186;10;170;6;0
MICHIGAN;Genesee Township;20 410;63;0;12;4;47;341;172;141;28;2
MICHIGAN;Gerrish Township;2 922;2;0;0;1;1;11;2;9;0;0
MICHIGAN;Gibraltar;4 467;4;0;2;0;2;41;10;26;5;0
MICHIGAN;Gladstone;4 699;5;0;0;0;5;51;8;43;0;1
MICHIGAN;Gladwin;2 880;18;0;5;0;13;48;13;33;2;1
MICHIGAN;Grand Blanc;7 865;11;0;1;0;10;68;11;53;4;0
MICHIGAN;Grand Blanc Township;36 523;61;0;19;3;39;402;54;320;28;1
MICHIGAN;Grand Haven;11 155;28;1;11;3;13;173;14;155;4;0
MICHIGAN;Grand Ledge;7 862;5;0;3;1;1;92;11;75;6;0
MICHIGAN;Grand Rapids;201 799;1 286;8;144;274;860;3 850;595;2 754;501;35
MICHIGAN;Grandville;16 021;39;0;9;8;22;575;37;518;20;1
MICHIGAN;Grant;892;1;0;1;0;0;13;2;10;1;0
MICHIGAN;Grayling;1 833;7;0;4;0;3;73;10;63;0;0
MICHIGAN;Green Oak Township;19 075;15;0;4;2;9;124;14;101;9;0
MICHIGAN;Greenville;8 447;29;0;8;2;19;311;33;269;9;2
MICHIGAN;Grosse Ile Township;10 135;1;0;1;0;0;18;3;14;1;0
MICHIGAN;Grosse Pointe;5 141;6;0;0;2;4;91;10;73;8;0
MICHIGAN;Grosse Pointe Farms;9 108;9;0;1;3;5;80;4;64;12;0
MICHIGAN;Grosse Pointe Park;11 041;14;0;6;4;4;165;12;138;15;0
MICHIGAN;Grosse Pointe Shores;2 836;1;0;0;0;1;28;2;25;1;0
MICHIGAN;Grosse Pointe Woods;15 350;25;0;2;6;17;191;9;153;29;0
MICHIGAN;Hamburg Township;21 755;5;0;0;0;5;38;6;30;2;1
MICHIGAN;Hampton Township;9 428;16;0;7;1;8;76;11;59;6;0
MICHIGAN;Hamtramck;21 633;174;1;8;53;112;414;113;230;71;7
MICHIGAN;Hancock;4 533;5;0;5;0;0;31;0;29;2;0
MICHIGAN;Harbor Beach;1 584;9;0;5;0;4;35;5;30;0;0
MICHIGAN;Harbor Springs;1 208;1;0;0;0;1;6;0;6;0;0
MICHIGAN;Harper Woods;13 746;110;1;4;18;87;606;91;425;90;2
MICHIGAN;Hart;2 089;17;0;2;0;15;131;7;121;3;1
MICHIGAN;Hartford;2 589;6;0;0;0;6;13;4;9;0;0
MICHIGAN;Hastings;7 313;18;0;5;0;13;151;14;133;4;1
MICHIGAN;Hazel Park;16 478;40;1;8;2;29;261;20;212;29;1
MICHIGAN;Hesperia;941;3;0;0;0;3;22;4;18;0;0
MICHIGAN;Highland Park;10 703;221;2;16;43;160;328;57;203;68;26
MICHIGAN;Highland Township;20 302;8;0;2;0;6;75;13;52;10;0
MICHIGAN;Hillsdale;8 020;23;0;7;0;16;128;13;108;7;0
MICHIGAN;Holland;33 356;127;1;25;12;89;613;94;498;21;4
MICHIGAN;Holly;6 185;5;0;4;0;1;40;13;26;1;0
MICHIGAN;Hopkins;611;0;0;0;0;0;0;0;0;0;0
MICHIGAN;Houghton;8 029;3;0;2;0;1;113;1;108;4;0
MICHIGAN;Howell;9 637;32;1;9;2;20;76;10;57;9;1
MICHIGAN;Hudson;2 207;9;0;2;0;7;34;6;24;4;0
MICHIGAN;Huntington Woods;6 321;0;0;0;0;0;23;7;14;2;0
MICHIGAN;Huron Township;16 089;26;0;7;2;17;106;16;81;9;0
MICHIGAN;Imlay City;3 575;6;0;1;0;5;30;6;22;2;0
MICHIGAN;Independence Township;37 101;34;0;2;3;29;179;18;149;12;0
MICHIGAN;Inkster;24 268;242;7;22;32;181;595;176;318;101;9
MICHIGAN;Ionia;10 907;44;0;30;0;14;139;14;114;11;2
MICHIGAN;Iron Mountain;7 320;7;0;2;0;5;4;0;4;0;0
MICHIGAN;Iron River;2 816;15;0;1;0;14;38;6;25;7;0
MICHIGAN;Ironwood;4 883;8;0;1;1;6;90;8;77;5;1
MICHIGAN;Ishpeming;6 426;12;0;2;1;9;65;3;56;6;0
MICHIGAN;Ishpeming Township;3 528;3;0;0;0;3;2;2;0;0;0
MICHIGAN;Jackson;32 503;360;4;51;37;268;1 344;206;1 025;113;17
MICHIGAN;Jonesville;2 204;6;0;2;0;4;95;3;88;4;0
MICHIGAN;Kalamazoo;76 827;949;9;110;182;648;3 578;703;2 546;329;44
