State;City;Population;Violent_crime;Murder;Rape;Robbery;Aggravated_assault;Property_crime;Burglary;Larceny_theft;Vehicle_theft;Arson
TENNESSEE;Martin;10 488;18;1;0;1;16;327;38;279;10;0
TENNESSEE;Maryville;29 415;44;1;4;1;38;463;53;375;35;1
TENNESSEE;Mason;1 549;2;0;0;1;1;2;2;0;0;0
TENNESSEE;Maury City;664;1;0;0;0;1;14;2;10;2;0
TENNESSEE;Maynardville;2 397;7;0;0;1;6;42;5;34;3;0
TENNESSEE;McEwen;1 733;4;0;0;0;4;33;11;22;0;1
TENNESSEE;McKenzie;5 509;23;0;0;1;22;86;21;61;4;3
TENNESSEE;McMinnville;13 696;130;2;13;8;107;478;87;350;41;0
TENNESSEE;Medina;4 334;13;0;0;0;13;14;6;8;0;0
TENNESSEE;Memphis;650 410;12 367;190;468;2 432;9 277;39 860;7 833;27 981;4 046;336
TENNESSEE;Metropolitan Nashville Police Department;687 361;7 376;83;438;1 978;4 877;27 777;3 374;21 655;2 748;60
TENNESSEE;Middleton;637;0;0;0;0;0;2;1;1;0;0
TENNESSEE;Milan;7 613;42;0;4;3;35;194;48;136;10;0
TENNESSEE;Millersville;6 829;29;1;3;0;25;85;26;51;8;1
TENNESSEE;Millington;10 669;105;2;6;13;84;552;97;397;58;3
TENNESSEE;Minor Hill;532;0;0;0;0;0;0;0;0;0;0
TENNESSEE;Monteagle;1 225;8;0;0;1;7;41;15;19;7;0
TENNESSEE;Monterey;2 888;9;0;0;0;9;51;14;32;5;0
TENNESSEE;Morristown;30 044;255;2;16;18;219;1 423;169;1 140;114;1
TENNESSEE;Moscow;559;4;0;1;0;3;11;1;9;1;0
TENNESSEE;Mountain City;2 407;1;0;0;0;1;34;3;31;0;0
TENNESSEE;Mount Carmel;5 295;2;0;0;0;2;29;7;14;8;0
TENNESSEE;Mount Juliet;37 359;59;1;2;9;47;523;24;456;43;0
TENNESSEE;Mount Pleasant;4 934;8;0;1;0;7;45;8;33;4;0
TENNESSEE;Munford;6 083;17;1;3;1;12;81;18;58;5;0
TENNESSEE;Murfreesboro;145 929;611;4;96;106;405;4 228;510;3 454;264;6
TENNESSEE;Newbern;3 312;11;0;1;1;9;58;12;42;4;0
TENNESSEE;New Johnsonville;1 900;4;0;0;0;4;31;9;16;6;0
TENNESSEE;New Market;1 372;1;0;0;1;0;8;0;7;1;0
TENNESSEE;Newport;6 786;66;0;6;1;59;593;52;480;61;1
TENNESSEE;New Tazewell;2 702;7;0;0;0;7;76;6;64;6;0
TENNESSEE;Niota;727;2;0;0;0;2;15;3;8;4;0
TENNESSEE;Nolensville;9 488;16;0;1;3;12;94;23;61;10;2
TENNESSEE;Norris;1 609;6;0;0;0;6;16;3;11;2;0
TENNESSEE;Oakland;8 323;1;0;0;0;1;65;4;60;1;0
TENNESSEE;Oak Ridge;29 084;112;0;22;9;81;671;97;523;51;6
TENNESSEE;Obion;1 042;0;0;0;0;0;5;1;4;0;0
TENNESSEE;Oliver Springs;3 419;2;0;0;0;2;59;13;32;14;2
TENNESSEE;Oneida;3 704;10;0;1;0;9;116;28;85;3;0
TENNESSEE;Paris;10 047;31;1;1;4;25;271;61;199;11;0
TENNESSEE;Parsons;2 304;5;0;0;0;5;28;1;16;11;0
TENNESSEE;Petersburg;564;0;0;0;0;0;2;0;2;0;0
TENNESSEE;Pigeon Forge;6 383;47;1;12;4;30;334;54;241;39;0
TENNESSEE;Pikeville;1 626;6;0;0;0;6;17;6;5;6;0
TENNESSEE;Piperton;1 887;0;0;0;0;0;11;4;7;0;0
TENNESSEE;Pittman Center;581;0;0;0;0;0;1;0;1;0;0
TENNESSEE;Plainview;2 126;2;0;0;0;2;16;7;8;1;0
TENNESSEE;Pleasant View;4 686;0;0;0;0;0;53;10;40;3;0
TENNESSEE;Portland;12 995;41;0;4;7;30;235;41;166;28;3
TENNESSEE;Pulaski;7 628;54;0;10;5;39;349;32;301;16;1
TENNESSEE;Puryear;666;2;0;0;0;2;10;4;5;1;0
TENNESSEE;Red Bank;11 779;49;0;10;3;36;262;52;180;30;0
TENNESSEE;Red Boiling Springs;1 140;8;0;0;0;8;30;6;22;2;0
TENNESSEE;Ridgely;1 641;15;0;1;1;13;19;1;17;1;0
TENNESSEE;Ridgetop;2 079;1;0;1;0;0;2;0;2;0;0
TENNESSEE;Ripley;7 818;120;1;1;9;109;287;70;205;12;1
TENNESSEE;Rockwood;5 439;31;1;0;2;28;298;23;246;29;1
TENNESSEE;Rocky Top;1 766;16;1;0;1;14;113;8;85;20;1
TENNESSEE;Rogersville;4 277;13;0;1;2;10;208;18;170;20;1
TENNESSEE;Rossville;950;0;0;0;0;0;4;1;3;0;0
TENNESSEE;Rutherford;1 066;1;0;0;0;1;6;2;4;0;0
TENNESSEE;Rutledge;1 352;0;0;0;0;0;25;6;18;1;0
TENNESSEE;Saltillo;528;0;0;0;0;0;12;4;8;0;0
TENNESSEE;Savannah;6 941;69;1;6;6;56;412;76;300;36;3
TENNESSEE;Scotts Hill;977;1;0;0;0;1;10;5;3;2;0
TENNESSEE;Selmer;4 401;19;1;2;0;16;118;12;93;13;0
TENNESSEE;Sevierville;16 760;108;1;6;8;93;830;78;677;75;1
TENNESSEE;Sharon;911;4;0;0;1;3;17;5;7;5;1
TENNESSEE;Shelbyville;22 062;183;0;15;15;153;667;103;514;50;2
TENNESSEE;Signal Mountain;8 605;4;0;2;0;2;39;7;29;3;0
TENNESSEE;Smithville;4 828;21;0;1;2;18;118;19;89;10;0
TENNESSEE;Smyrna;52 225;204;0;11;29;164;1 464;163;1 193;108;6
TENNESSEE;Soddy-Daisy;13 818;33;0;1;2;30;339;55;256;28;2
TENNESSEE;Somerville;3 213;14;1;1;1;11;52;7;40;5;2
TENNESSEE;South Carthage;1 386;20;1;0;0;19;13;6;5;2;0
TENNESSEE;South Fulton;2 214;13;0;0;0;13;41;5;30;6;0
TENNESSEE;South Pittsburg;3 008;8;0;0;0;8;20;3;14;3;0
TENNESSEE;Sparta;4 957;6;0;1;0;5;207;24;158;25;0
TENNESSEE;Spencer;1 646;2;0;0;0;2;10;0;8;2;0
TENNESSEE;Spring City;1 865;5;0;2;0;3;24;0;21;3;0
TENNESSEE;Springfield;17 022;115;1;7;5;102;392;41;318;33;2
TENNESSEE;Spring Hill;43 303;53;0;7;4;42;381;45;320;16;1
TENNESSEE;St. Joseph;814;1;0;0;0;1;6;3;2;1;0
TENNESSEE;Surgoinsville;1 772;1;0;0;0;1;8;1;5;2;0
TENNESSEE;Sweetwater;5 875;29;0;0;1;28;295;46;219;30;1
TENNESSEE;Tazewell;2 273;6;0;0;0;6;64;11;36;17;0
TENNESSEE;Tellico Plains;921;6;0;0;0;6;22;5;14;3;1
TENNESSEE;Tiptonville;4 286;15;0;0;4;11;29;9;18;2;1
TENNESSEE;Toone;334;1;0;0;0;1;3;2;1;0;0
TENNESSEE;Townsend;446;0;0;0;0;0;12;1;11;0;0
TENNESSEE;Tracy City;1 389;8;0;1;0;7;36;4;24;8;0
TENNESSEE;Trenton;4 022;33;0;1;3;29;178;17;151;10;1
TENNESSEE;Trezevant;842;2;0;0;0;2;2;0;1;1;0
TENNESSEE;Trimble;613;2;0;0;1;1;0;0;0;0;0
TENNESSEE;Troy;1 317;5;0;0;0;5;13;1;9;3;0
TENNESSEE;Tullahoma;19 468;143;0;14;12;117;638;83;510;45;4
TENNESSEE;Tusculum;2 805;0;0;0;0;0;4;1;3;0;0
TENNESSEE;Union City;10 340;83;1;8;6;68;522;77;419;26;5
TENNESSEE;Vonore;1 539;8;0;1;0;7;71;8;58;5;0
TENNESSEE;Wartburg;896;1;0;1;0;0;9;0;7;2;0
TENNESSEE;Wartrace;692;2;0;0;0;2;1;0;1;0;0
TENNESSEE;Watertown;1 519;1;0;0;0;1;13;6;6;1;0
TENNESSEE;Waverly;4 081;4;0;0;0;4;60;9;50;1;0
TENNESSEE;Waynesboro;2 307;12;0;0;0;12;18;10;4;4;1
TENNESSEE;Westmoreland;2 431;6;0;0;0;6;6;0;4;2;0
TENNESSEE;White Bluff;3 659;7;0;1;0;6;40;7;29;4;0
TENNESSEE;White House;12 822;19;0;1;2;16;161;9;144;8;0
TENNESSEE;White Pine;2 356;2;0;0;0;2;72;5;63;4;0
TENNESSEE;Whiteville;4 466;4;0;0;1;3;23;14;9;0;0
TENNESSEE;Whitwell;1 723;3;0;1;0;2;21;2;11;8;1
TENNESSEE;Winchester;8 733;42;1;2;2;37;293;26;253;14;0
TENNESSEE;Woodbury;2 878;15;0;0;0;15;29;5;22;2;0
TEXAS;Abernathy5;2 713;2;0;0;0;2;20;5;12;3;0
TEXAS;Abilene;123 665;458;6;87;68;297;3 112;576;2 330;206;7
TEXAS;Addison5;16 339;80;1;10;18;51;702;89;499;114;1
TEXAS;Alamo;19 903;91;1;11;10;69;979;108;842;29;2
TEXAS;Alamo Heights5;8 808;7;0;1;2;4;157;19;134;4;0
TEXAS;Alba;539;0;0;0;0;0;7;1;5;1;0
TEXAS;Alice;18 858;103;0;7;7;89;830;149;653;28;8
TEXAS;Allen;105 961;88;0;19;15;54;1 154;95;997;62;0
TEXAS;Alpine;6 021;12;1;1;0;10;36;21;11;4;1
TEXAS;Alvarado;4 468;17;0;5;4;8;71;19;43;9;0
TEXAS;Alvin5;27 159;65;1;25;12;27;666;80;513;73;7
TEXAS;Amarillo;201 036;1 447;15;161;246;1 025;7 835;1 439;5 425;971;39
TEXAS;Andrews5;14 133;59;0;10;1;48;219;47;151;21;1
TEXAS;Angleton;19 660;50;0;15;8;27;278;39;218;21;1
TEXAS;Anna;15 253;18;1;3;2;12;135;16;110;9;0
TEXAS;Anthony;5 738;16;0;0;3;13;98;11;75;12;0
TEXAS;Archer City;1 732;6;0;3;0;3;2;2;0;0;0
TEXAS;Arcola;2 627;1;0;0;1;0;53;12;28;13;0
TEXAS;Arlington;402 304;2 055;16;241;402;1 396;11 291;1 305;8 738;1 248;14
TEXAS;Athens;12 807;47;0;10;8;29;283;75;170;38;0
TEXAS;Atlanta;5 497;45;0;14;4;27;158;26;130;2;0
TEXAS;Aubrey;3 786;7;0;0;1;6;12;5;7;0;0
TEXAS;Austin5;986 062;3 953;32;534;971;2 416;36 588;4 344;29 216;3 028;103
TEXAS;Azle;13 691;14;0;0;4;10;236;41;177;18;5
TEXAS;Baird;1 508;2;0;0;0;2;17;10;5;2;1
TEXAS;Balch Springs;25 511;165;2;14;33;116;905;100;581;224;2
TEXAS;Balcones Heights;3 366;38;1;0;8;29;304;23;244;37;0
TEXAS;Ballinger5;3 615;2;0;0;0;2;30;12;17;1;0
TEXAS;Bangs;1 540;1;0;1;0;0;4;1;2;1;0
TEXAS;Bartonville5;1 752;2;0;0;1;1;8;1;6;1;0
TEXAS;Baytown;77 707;325;3;49;91;182;2 838;447;2 005;386;5
TEXAS;Beaumont;118 562;1 241;19;97;323;802;4 287;950;2 999;338;28
TEXAS;Bedford;49 771;145;1;34;30;80;1 010;94;823;93;2
TEXAS;Bee Cave;7 217;5;0;1;1;3;155;15;126;14;0
TEXAS;Beeville;12 866;28;2;0;5;21;347;98;239;10;3
TEXAS;Bellaire;19 233;21;1;5;11;4;341;56;266;19;1
TEXAS;Bellmead;10 817;99;0;13;13;73;640;68;514;58;3
TEXAS;Bellville;4 288;12;0;3;1;8;40;2;38;0;0
TEXAS;Belton;22 741;44;0;20;9;15;431;57;365;9;5
TEXAS;Benbrook;23 872;38;0;5;10;23;368;44;290;34;2
TEXAS;Beverly Hills;1 989;5;0;0;2;3;60;14;39;7;0
TEXAS;Big Sandy;1 385;1;0;0;0;1;3;1;0;2;0
TEXAS;Big Spring;28 278;152;3;11;21;117;1 049;173;731;145;7
TEXAS;Bishop;3 069;2;0;0;0;2;50;12;32;6;0
TEXAS;Blanco;2 040;3;0;0;1;2;13;4;4;5;0
TEXAS;Blue Mound5;2 485;5;0;0;0;5;29;9;13;7;1
TEXAS;Boerne;18 135;23;0;5;2;16;340;22;283;35;0
TEXAS;Bogata;1 060;3;0;1;0;2;24;9;15;0;1
TEXAS;Bonham;10 404;20;1;9;1;9;168;22;136;10;0
TEXAS;Bowie;5 040;28;0;0;3;25;142;70;71;1;1
TEXAS;Boyd;1 510;1;0;0;1;0;4;2;2;0;0
TEXAS;Brady5;5 288;9;0;1;0;8;44;20;21;3;2
TEXAS;Brazoria5;3 123;10;0;2;1;7;77;6;59;12;0
TEXAS;Breckenridge;5 453;14;0;0;1;13;101;20;72;9;1
TEXAS;Brenham;17 375;93;0;15;6;72;361;63;276;22;1
TEXAS;Bridgeport;6 670;22;0;1;0;21;84;24;50;10;1
TEXAS;Brookshire5;5 592;22;0;4;4;14;82;12;60;10;1
TEXAS;Brownfield;9 270;25;0;6;0;19;121;26;80;15;2
TEXAS;Brownsboro;1 283;1;0;1;0;0;1;0;1;0;0
TEXAS;Brownsville;184 418;776;0;82;143;551;4 553;631;3 801;121;27
TEXAS;Brownwood;18 646;61;0;19;6;36;649;121;486;42;1
TEXAS;Bryan;86 632;370;2;90;57;221;1 928;336;1 444;148;9
TEXAS;Buda;18 146;20;0;3;3;14;271;28;223;20;1
TEXAS;Bullard;3 722;7;0;0;1;6;22;12;9;1;0
TEXAS;Bulverde;5 311;3;0;0;0;3;81;8;66;7;1
TEXAS;Burkburnett;11 305;24;0;7;5;12;215;50;150;15;0
TEXAS;Burleson5;48 743;113;1;17;19;76;726;67;580;79;0
TEXAS;Burnet;6 452;20;0;5;3;12;70;28;37;5;0
TEXAS;Cactus;3 194;16;0;5;1;10;40;14;21;5;0
TEXAS;Caldwell;4 433;3;0;0;0;3;13;2;11;0;0
TEXAS;Calvert;1 143;6;0;0;0;6;10;3;5;2;0
TEXAS;Cameron;5 530;10;0;1;0;9;64;23;34;7;1
TEXAS;Canton;3 909;0;0;0;0;0;128;0;126;2;0
TEXAS;Canyon;16 312;14;0;3;3;8;153;35;113;5;0
TEXAS;Carthage;6 491;39;1;1;2;35;187;21;152;14;1
TEXAS;Castle Hills;4 515;17;1;2;1;13;290;39;227;24;1
TEXAS;Castroville;3 144;8;0;0;2;6;60;20;36;4;0
TEXAS;Cedar Hill5;48 866;99;4;12;24;59;1 252;76;1 097;79;2
TEXAS;Cedar Park5;80 170;57;2;24;8;23;674;65;558;51;4
TEXAS;Celina;13 977;12;0;3;0;9;93;17;69;7;0
TEXAS;Center;5 271;30;0;8;1;21;181;45;132;4;1
TEXAS;Chandler5;3 142;0;0;0;0;0;12;2;8;2;0
TEXAS;Childress5;6 034;4;0;1;0;3;34;13;18;3;0
TEXAS;Cibolo5;32 112;39;0;10;1;28;280;36;232;12;0
TEXAS;Cisco;3 735;12;0;1;0;11;42;16;25;1;0
TEXAS;Cleburne;30 860;101;0;25;8;68;588;147;396;45;0
TEXAS;Cleveland;8 284;49;1;0;7;41;484;54;393;37;1
TEXAS;Clifton5;3 454;1;0;0;0;1;24;4;18;2;0
TEXAS;Clute5;11 740;46;0;13;7;26;264;68;166;30;0
TEXAS;Clyde;3 868;1;0;0;0;1;66;36;28;2;0
TEXAS;Coleman;4 341;24;1;3;0;20;33;17;15;1;0
TEXAS;College Station5;119 246;225;1;48;43;133;2 098;391;1 529;178;0
TEXAS;Colleyville5;27 499;5;0;0;0;5;169;22;137;10;0
TEXAS;Collinsville;1 951;0;0;0;0;0;3;1;1;1;0
TEXAS;Colorado City;3 831;13;0;0;2;11;130;40;81;9;0
TEXAS;Comanche5;4 151;13;2;1;1;9;101;16;80;5;0
TEXAS;Converse;28 598;152;0;6;10;136;460;54;360;46;1
TEXAS;Coppell5;42 181;25;1;9;5;10;525;52;457;16;0
TEXAS;Copperas Cove;32 693;129;0;9;6;114;691;112;557;22;5
TEXAS;Corinth5;22 090;16;0;3;2;11;168;33;125;10;1
TEXAS;Corpus Christi5;329 320;2 616;31;266;496;1 823;11 347;1 961;8 494;892;73
TEXAS;Corrigan;1 605;12;0;2;0;10;30;5;17;8;0
TEXAS;Corsicana5;23 823;176;1;51;16;108;744;116;575;53;2
TEXAS;Crandall5;3 861;16;0;6;3;7;78;18;54;6;0
TEXAS;Crane;3 725;6;0;3;0;3;13;4;5;4;0
TEXAS;Crockett;6 484;34;1;1;0;32;129;23;101;5;0
TEXAS;Crowley5;16 027;38;0;5;6;27;418;36;369;13;0
TEXAS;Crystal City;7 283;9;0;0;0;9;41;22;19;0;0
TEXAS;Cuero;8 259;49;0;4;0;45;184;28;148;8;6
TEXAS;Cumby;796;0;0;0;0;0;0;0;0;0;0
TEXAS;Daingerfield5;2 360;14;0;0;2;12;52;7;38;7;0
TEXAS;Dalhart5;8 338;35;0;5;0;30;186;58;108;20;1
TEXAS;Dallas;1 363 295;11 764;198;797;4 400;6 369;45 279;9 210;25 812;10 257;144
TEXAS;Dalworthington Gardens5;2 403;2;0;0;0;2;22;6;12;4;0
TEXAS;Dawson5;796;0;0;0;0;0;13;5;8;0;1
TEXAS;Dayton;8 464;14;0;1;3;10;228;47;151;30;0
TEXAS;Decatur;7 116;8;1;0;2;5;247;6;230;11;0
TEXAS;Deer Park5;34 167;48;4;22;5;17;551;52;462;37;1
TEXAS;De Kalb;1 615;5;0;1;0;4;26;12;13;1;0
TEXAS;De Leon;2 162;2;0;1;0;1;42;16;22;4;1
TEXAS;Del Rio;35 947;38;2;10;9;17;610;112;456;42;2
TEXAS;Denison5;25 432;106;1;22;5;78;464;103;304;57;1
TEXAS;Denton;141 492;331;3;125;66;137;2 665;316;2 148;201;1
TEXAS;Denver City;4 933;1;0;1;0;0;63;24;34;5;0
TEXAS;DeSoto5;54 026;176;3;18;58;97;1 188;172;846;170;2
TEXAS;Devine;4 931;5;0;0;0;5;57;10;40;7;1
TEXAS;Dickinson5;21 101;66;0;25;15;26;374;72;234;68;0
TEXAS;Dilley;4 475;10;0;0;0;10;48;25;20;3;1
TEXAS;Dimmitt5;4 146;23;0;4;0;19;25;11;12;2;0
TEXAS;Donna;16 715;139;0;19;19;101;787;85;668;34;6
TEXAS;Double Oak;3 073;0;0;0;0;0;2;0;1;1;0
TEXAS;Dumas;14 290;25;1;6;1;17;252;35;180;37;1
TEXAS;Duncanville5;39 430;174;1;12;80;81;1 096;148;770;178;0
TEXAS;Eagle Lake;3 719;6;0;0;0;6;51;17;30;4;0
TEXAS;Eagle Pass;29 847;37;1;0;5;31;687;154;485;48;1
TEXAS;Early5;3 105;27;0;1;0;26;51;8;41;2;0
TEXAS;Eastland;3 913;8;1;5;1;1;84;34;47;3;0
TEXAS;Edinburg;100 896;281;6;53;40;182;2 959;335;2 577;47;14
TEXAS;Edna;5 924;7;1;1;2;3;64;10;51;3;1
TEXAS;El Campo;11 615;41;0;3;8;30;347;64;266;17;0
TEXAS;Electra;2 696;6;0;0;1;5;48;17;26;5;0
TEXAS;Elgin;10 475;8;0;2;3;3;97;25;68;4;2
TEXAS;El Paso5;686 793;2 422;40;310;338;1 734;10 378;1 048;8 479;851;29
TEXAS;Elsa;7 226;20;0;2;3;15;252;21;231;0;0
TEXAS;Ennis;20 096;17;0;3;4;10;333;43;266;24;1
TEXAS;Euless;58 136;107;1;12;45;49;1 186;126;924;136;3
TEXAS;Fairfield;2 936;6;1;0;0;5;41;6;31;4;7
TEXAS;Fair Oaks Ranch5;10 151;6;0;3;0;3;28;4;20;4;0
TEXAS;Fairview;9 350;12;0;0;2;10;42;9;28;5;0
TEXAS;Falfurrias;4 819;15;0;0;1;14;111;48;62;1;0
TEXAS;Farmers Branch5;41 932;63;1;10;26;26;940;141;626;173;1
TEXAS;Farmersville5;3 494;7;0;2;0;5;42;4;34;4;0
TEXAS;Farwell;1 314;2;0;0;0;2;8;2;5;1;0
TEXAS;Fate;15 378;6;0;2;0;4;73;16;54;3;0
TEXAS;Ferris;2 876;6;0;0;1;5;66;16;36;14;1
TEXAS;Flatonia;1 471;1;0;0;0;1;18;7;9;2;0
TEXAS;Floresville;7 970;19;0;0;1;18;147;47;89;11;2
TEXAS;Flower Mound;79 052;43;0;13;5;25;730;83;624;23;2
TEXAS;Floydada5;2 711;17;0;2;0;15;31;10;18;3;0
TEXAS;Forest Hill;13 034;36;4;1;18;13;413;73;278;62;0
TEXAS;Forney;25 374;32;0;8;4;20;302;38;227;37;0
TEXAS;Fort Stockton5;8 402;27;0;3;1;23;72;26;37;9;0
TEXAS;Fort Worth;915 237;4 068;69;470;972;2 557;24 605;3 969;17 301;3 335;85
TEXAS;Frankston;1 180;2;0;1;0;1;27;4;19;4;0
TEXAS;Fredericksburg;11 562;13;0;0;1;12;131;11;117;3;0
TEXAS;Freeport;12 213;45;0;4;5;36;257;52;205;0;2
TEXAS;Friendswood5;40 735;26;0;12;8;6;264;53;193;18;3
TEXAS;Friona;3 888;3;0;1;0;2;17;5;11;1;0
TEXAS;Frisco;199 445;160;1;46;30;83;2 390;249;2 037;104;9
TEXAS;Fulshear;13 967;0;0;0;0;0;87;4;76;7;0
TEXAS;Gainesville5;16 688;89;0;12;5;72;370;59;299;12;1
TEXAS;Galena Park;10 934;22;1;7;3;11;141;27;92;22;1
TEXAS;Galveston5;50 801;243;3;81;71;88;1 642;201;1 179;262;0
TEXAS;Ganado;2 063;3;0;2;0;1;18;8;7;3;0
TEXAS;Garden Ridge;4 124;0;0;0;0;0;36;9;23;4;0
TEXAS;Garland;244 277;738;11;139;250;338;6 311;1 003;4 337;971;9
TEXAS;Gatesville;12 311;23;0;13;0;10;202;62;135;5;2
TEXAS;Georgetown;78 332;81;0;25;8;48;730;103;586;41;1
TEXAS;Giddings5;5 124;26;0;7;2;17;103;0;97;6;0
TEXAS;Gilmer5;5 164;32;0;4;2;26;147;15;120;12;2
TEXAS;Gladewater;6 349;14;0;2;2;10;180;41;127;12;1
TEXAS;Glenn Heights;13 520;45;0;2;10;33;249;54;179;16;0
TEXAS;Gonzales;7 655;81;1;11;1;68;168;25;130;13;0
TEXAS;Graham;8 670;10;1;3;1;5;69;9;55;5;2
TEXAS;Granbury5;10 752;26;1;4;6;15;444;34;390;20;0
TEXAS;Grand Prairie;196 971;428;5;45;135;243;4 140;504;3 133;503;11
TEXAS;Grand Saline;3 171;4;0;1;0;3;34;13;18;3;0
TEXAS;Granite Shoals;5 137;7;0;1;1;5;35;5;23;7;0
TEXAS;Greenville5;28 613;77;2;8;22;45;635;102;484;49;6
TEXAS;Gregory;1 917;3;1;2;0;0;18;3;8;7;0
TEXAS;Groesbeck;4 302;5;0;0;0;5;55;6;46;3;0
TEXAS;Groves;15 601;85;0;8;9;68;304;58;215;31;1
TEXAS;Gun Barrel City;6 273;10;0;2;1;7;110;35;59;16;0
TEXAS;Gunter;1 614;2;0;0;0;2;10;3;7;0;0
TEXAS;Hallettsville;2 634;13;0;1;0;12;39;5;32;2;1
TEXAS;Haltom City;44 582;126;2;46;21;57;1 171;210;792;169;3
TEXAS;Hamilton;3 008;10;0;3;0;7;35;12;22;1;0
TEXAS;Hamlin;1 982;2;0;0;0;2;9;2;6;1;0
TEXAS;Harker Heights5;32 527;65;0;14;17;34;529;68;419;42;4
TEXAS;Harlingen;65 481;273;0;54;54;165;3 152;443;2 613;96;10
TEXAS;Haskell5;3 234;8;0;1;0;7;34;10;15;9;0
TEXAS;Hawkins;1 331;4;0;0;0;4;3;0;2;1;0
TEXAS;Hearne;4 510;16;0;0;4;12;171;55;97;19;1
TEXAS;Heath;9 179;12;0;5;1;6;46;9;34;3;0
TEXAS;Hedwig Village;2 684;6;0;0;6;0;205;6;193;6;0
TEXAS;Helotes5;9 881;2;0;1;0;1;81;13;63;5;1
TEXAS;Henderson;13 226;74;4;8;3;59;512;60;428;24;1
TEXAS;Hereford;14 733;81;0;1;5;75;310;67;217;26;2
TEXAS;Hewitt;15 019;13;1;3;2;7;139;20;107;12;0
TEXAS;Hickory Creek;4 933;5;0;4;0;1;57;5;48;4;0
TEXAS;Hidalgo;14 281;50;0;8;0;42;125;14;103;8;0
TEXAS;Highland Park;9 251;9;0;3;1;5;192;35;143;14;1
TEXAS;Highland Village;16 721;8;0;5;0;3;108;9;96;3;0
TEXAS;Hill Country Village5;1 109;3;0;0;0;3;22;3;18;1;0
TEXAS;Hillsboro;8 476;17;0;0;3;14;262;15;232;15;0
TEXAS;Hollywood Park;3 406;4;0;1;3;0;31;3;23;5;0
TEXAS;Hondo;9 459;36;0;8;2;26;173;23;137;13;1
TEXAS;Honey Grove5;1 718;2;0;1;1;0;23;10;11;2;0
TEXAS;Hooks;2 743;2;0;0;0;2;18;4;10;4;0
TEXAS;Horizon City;20 131;7;0;0;1;6;101;12;85;4;1
TEXAS;Horseshoe Bay;4 030;7;0;2;0;5;28;10;17;1;0
TEXAS;Houston;2 355 606;25 257;275;1 249;9 147;14 586;101 750;17 038;71 614;13 098;485
TEXAS;Howe;3 432;3;1;0;0;2;20;5;13;2;0
TEXAS;Hudson;4 909;6;0;0;0;6;66;30;31;5;0
TEXAS;Hudson Oaks;2 515;6;0;0;3;3;66;5;56;5;0
TEXAS;Humble;16 157;189;1;34;58;96;1 681;110;1 394;177;1
TEXAS;Huntington;2 107;3;0;0;0;3;26;13;11;2;0
TEXAS;Hurst5;39 196;82;1;17;30;34;1 402;93;1 220;89;2
TEXAS;Hutchins;5 776;23;1;0;10;12;212;49;122;41;1
TEXAS;Idalou5;2 289;10;0;6;0;4;9;1;6;2;0
TEXAS;Ingleside;10 366;23;0;11;0;12;174;41;115;18;0
TEXAS;Ingram;1 888;1;0;0;0;1;28;10;16;2;0
TEXAS;Iowa Park;6 369;3;0;1;0;2;48;8;36;4;0
TEXAS;Irving;245 423;617;5;56;294;262;5 982;719;4 552;711;16
TEXAS;Jacinto City;10 632;13;0;0;5;8;228;20;176;32;0
TEXAS;Jacksboro;4 353;6;0;2;0;4;34;10;21;3;0
TEXAS;Jarrell;1 800;1;0;1;0;0;12;4;6;2;0
TEXAS;Jasper;7 647;28;1;0;0;27;363;80;259;24;1
TEXAS;Jefferson;1 945;6;0;0;1;5;12;10;1;1;0
TEXAS;Jersey Village5;8 006;18;0;0;8;10;185;58;97;30;0
TEXAS;Jones Creek;2 110;2;0;0;1;1;13;2;11;0;0
TEXAS;Jonestown;2 118;9;0;3;2;4;37;6;29;2;0
TEXAS;Joshua5;8 115;6;0;0;1;5;54;12;36;6;0
TEXAS;Jourdanton;4 537;1;0;0;0;1;10;2;7;1;0
TEXAS;Karnes City;3 439;9;0;0;0;9;47;17;29;1;0
TEXAS;Katy;19 966;60;0;20;19;21;793;61;693;39;0
TEXAS;Kaufman;7 580;17;0;4;2;11;149;19;115;15;0
TEXAS;Keene;6 584;10;0;1;2;7;46;19;23;4;0
TEXAS;Keller;48 387;25;0;4;3;18;349;33;302;14;0
TEXAS;Kenedy5;3 465;43;0;2;2;39;140;37;87;16;1
TEXAS;Kennedale5;8 792;19;0;5;3;11;133;27;97;9;1
TEXAS;Kerens5;1 532;9;0;0;0;9;13;7;5;1;1
TEXAS;Kermit;6 321;22;1;0;1;20;135;58;61;16;2
TEXAS;Kerrville5;23 902;50;1;8;1;40;301;19;264;18;2
TEXAS;Kilgore;15 047;46;2;6;7;31;316;59;231;26;0
TEXAS;Killeen;151 832;583;14;105;124;340;3 432;818;2 296;318;29
TEXAS;Kingsville;25 401;130;1;26;14;89;753;183;553;17;2
TEXAS;Kirby;8 841;22;0;2;4;16;158;53;76;29;1
TEXAS;Knox City;1 110;2;0;1;0;1;26;14;11;1;0
TEXAS;Kountze;2 094;6;0;0;0;6;28;10;16;2;0
TEXAS;Kyle;49 855;68;1;12;14;41;659;61;537;61;1
TEXAS;Lacy-Lakeview;6 720;17;0;9;2;6;194;36;145;13;1
TEXAS;La Feria;7 341;19;0;1;1;17;135;30;104;1;0
TEXAS;Lago Vista;7 255;18;0;10;0;8;56;19;36;1;2
